Tissue	Module	Id	Symbol	is.hub
Metabolite	M30	X37443	cysteine sulfinic acid	no
Metabolite	M30	X38661	hydroxycotinine	no
Metabolite	M30	X46165	3-methyl catechol sulfate (1)	no
Metabolite	M30	X46490	X - 17185	no
Metabolite	M30	X47929	X - 12707	no
Metabolite	M30	X47959	X - 13553	no
Metabolite	M30	X49521	X - 23644	no
Metabolite	M30	X553	cotinine	no
Metabolite	M30	X61872	methylnaphthyl sulfate (1)*	no
Metabolite	M30	X61873	methylnaphthyl sulfate (2)*	no
Metabolite	M30	X62520	2-naphthol sulfate	no
Metabolite	M30	X62524	dihydrocaffeate sulfate (2)	no
Metabolite	M30	X62528	2-hydroxyfluorene sulfate	no
Metabolite	M30	X62533	(2,4 or 2,5)-dimethylphenol sulfate	yes
Metabolite	M30	X62717	X - 25420	no
Metabolite	M30	X62796	3-ethylcatechol sulfate (1)	no
Metabolite	M31	X15336	tartarate	no
Metabolite	M31	X1572	glycerate	yes
Metabolite	M31	X20693	tartronate (hydroxymalonate)	no
Metabolite	M31	X20694	oxalate (ethanedioate)	no
Metabolite	M31	X27738	threonate	no
Metabolite	M31	X46986	X - 12812	no
Metabolite	M31	X47664	X - 13658	no
Metabolite	M31	X52661	X - 24431	no
Metabolite	M31	X52662	X - 24432	no
Metabolite	M31	X63590	ascorbic acid 2-sulfate	no
Metabolite	M31	X63687	ascorbic acid 3-sulfate*	no
Metabolite	M33	X12017	3-methoxytyrosine	no
Metabolite	M33	X12261	taurodeoxycholate	no
Metabolite	M33	X18476	glycocholate	yes
Metabolite	M33	X18477	glycodeoxycholate	no
Metabolite	M33	X18494	taurochenodeoxycholate	no
Metabolite	M33	X18497	taurocholate	no
Metabolite	M33	X27665	1-methylnicotinamide	no
Metabolite	M33	X32346	glycochenodeoxycholate	no
Metabolite	M33	X38100	betonicine	no
Metabolite	M33	X39379	glycoursodeoxycholate	no
Metabolite	M33	X40469	N1-Methyl-2-pyridone-5-carboxamide	no
Metabolite	M33	X40605	butyrate (4:0)	no
Metabolite	M33	X42574	glycohyocholate	no
Metabolite	M33	X46364	X - 12847	no
Metabolite	M33	X47921	X - 12410	no
Metabolite	M33	X48407	dopamine 3-O-sulfate	no
Metabolite	M33	X48463	ethylparaben sulfate	no
Metabolite	M33	X54840	X - 24812	no
Metabolite	M33	X594	nicotinamide	no
Metabolite	M33	X62066	glyco-beta-muricholate**	no
Metabolite	M33	X63039	phenylalanylhydroxyproline*	no
Metabolite	M34	X1114	deoxycholate	no
Metabolite	M34	X2761	thyroxine	no
Metabolite	M34	X32620	glycolithocholate sulfate*	yes
Metabolite	M34	X32807	taurocholenate sulfate*	no
Metabolite	M34	X36850	taurolithocholate 3-sulfate	no
Metabolite	M34	X48052	X - 17612	no
Metabolite	M34	X52975	glycodeoxycholate 3-sulfate	no
Metabolite	M34	X52982	glycodeoxycholate glucuronide (1)	no
Metabolite	M34	X52983	glycochenodeoxycholate glucuronide (1)	no
Metabolite	M34	X62526	lithocholate sulfate (1)	no
Metabolite	M34	X62749	X - 25433	no
Metabolite	M34	X62889	taurodeoxycholic acid 3-sulfate	no
Metabolite	M34	X63237	X - 25617	no
Metabolite	M34	X63688	deoxycholic acid (12 or 24)-sulfate*	no
Metabolite	M35	X1563	chenodeoxycholate	no
Metabolite	M35	X1605	ursodeoxycholate	no
Metabolite	M35	X22842	cholate	no
Metabolite	M35	X34093	hyocholate	no
Metabolite	M35	X396	glutarate (C5-DC)	no
Metabolite	M35	X43400	2-piperidinone	no
Metabolite	M35	X52286	X - 24243	no
Metabolite	M35	X52640	X - 24411	no
Metabolite	M35	X52790	X - 24473	no
Metabolite	M35	X57577	isoursodeoxycholate	no
Metabolite	M36	X1412	2'-deoxyuridine	no
Metabolite	M36	X32599	glycocholenate sulfate*	no
Metabolite	M36	X35136	5-methyluridine (ribothymidine)	no
Metabolite	M36	X37184	5alpha-androstan-3alpha,17beta-diol disulfate	no
Metabolite	M36	X37185	5alpha-androstan-3alpha,17beta-diol monosulfate (2)	no
Metabolite	M36	X46512	X - 21467	no
Metabolite	M36	X46516	X - 21471	yes
Metabolite	M36	X48757	N-acetylkynurenine (2)	no
Metabolite	M36	X52772	X - 24455	no
Metabolite	M36	X52974	glycochenodeoxycholate 3-sulfate	yes
Metabolite	M36	X54700	X - 24762	no
Metabolite	M36	X606	uridine	no
Metabolite	M36	X62890	taurochenodeoxycholic acid 3-sulfate	no
Metabolite	M36	X63610	deoxycholic acid glucuronide	no
Metabolite	M36	X63731	glycoursodeoxycholic acid sulfate (1)	no
Metabolite	M37	X1494	5-oxoproline	no
Metabolite	M37	X15745	methylsuccinate	no
Metabolite	M37	X1669	4-hydroxyphenylpyruvate	no
Metabolite	M37	X2137	biliverdin	no
Metabolite	M37	X2831	adenosine 3',5'-cyclic monophosphate (cAMP)	no
Metabolite	M37	X32586	bilirubin (E,E)*	no
Metabolite	M37	X41888	succinimide	no
Metabolite	M37	X46360	X - 11441	no
Metabolite	M37	X46443	X - 11442	no
Metabolite	M37	X46493	X - 21448	no
Metabolite	M37	X46517	X - 16946	no
Metabolite	M37	X46603	X - 11530	no
Metabolite	M37	X46914	X - 11522	no
Metabolite	M37	X48080	X - 22775 - retired for 4-chlorobenzoic acid	no
Metabolite	M37	X49883	X - 23974	no
Metabolite	M37	X52870	X - 24549	no
Metabolite	M37	X54877	X - 24849	no
Metabolite	M37	X590	hypotaurine	no
Metabolite	M38	X19503	stearoyl sphingomyelin (d18:1/18:0)	no
Metabolite	M38	X36749	3-methyladipate	no
Metabolite	M38	X37506	palmitoyl sphingomyelin (d18:1/16:0)	no
Metabolite	M38	X37529	sphingomyelin (d18:1/18:1, d18:2/18:0)	no
Metabolite	M38	X42459	sphingomyelin (d18:2/16:0, d18:1/16:1)*	no
Metabolite	M38	X42463	sphingomyelin (d18:1/14:0, d16:1/16:0)*	no
Metabolite	M38	X43424	dimethyl sulfone	no
Metabolite	M38	X43807	bilirubin (Z,Z)	no
Metabolite	M38	X44877	N-palmitoyl-sphingosine (d18:1/16:0)	no
Metabolite	M38	X47153	sphingomyelin (d18:1/24:1, d18:2/24:0)*	no
Metabolite	M38	X47154	sphingomyelin (d18:2/14:0, d18:1/14:1)*	no
Metabolite	M38	X48490	sphingomyelin (d18:1/20:0, d16:1/22:0)*	no
Metabolite	M38	X48491	sphingomyelin (d18:1/20:1, d18:2/20:0)*	no
Metabolite	M38	X48492	behenoyl sphingomyelin (d18:1/22:0)*	no
Metabolite	M38	X48493	sphingomyelin (d18:1/22:1, d18:2/22:0, d16:1/24:1)*	no
Metabolite	M38	X48762	1,2,3-benzenetriol sulfate (2)	no
Metabolite	M38	X48763	3-methoxycatechol sulfate (1)	no
Metabolite	M38	X52433	sphingomyelin (d17:1/16:0, d18:1/15:0, d16:1/17:0)*	no
Metabolite	M38	X52435	sphingomyelin (d18:2/23:0, d18:1/23:1, d17:1/24:1)*	yes
Metabolite	M38	X52436	tricosanoyl sphingomyelin (d18:1/23:0)*	no
Metabolite	M38	X52437	sphingomyelin (d18:2/24:1, d18:1/24:2)*	yes
Metabolite	M38	X52478	1-(1-enyl-palmitoyl)-2-oleoyl-GPC (P-16:0/18:1)*	no
Metabolite	M38	X52495	sphingomyelin (d18:1/21:0, d17:1/22:0, d16:1/23:0)*	no
Metabolite	M38	X52615	sphingomyelin (d18:1/17:0, d17:1/18:0, d19:1/16:0)	no
Metabolite	M38	X52713	1-(1-enyl-palmitoyl)-2-palmitoleoyl-GPC (P-16:0/16:1)*	no
Metabolite	M38	X52716	1-(1-enyl-palmitoyl)-2-palmitoyl-GPC (P-16:0/16:0)*	no
Metabolite	M38	X53010	lactosyl-N-palmitoyl-sphingosine (d18:1/16:0)	no
Metabolite	M38	X53013	glycosyl-N-palmitoyl-sphingosine (d18:1/16:0)	no
Metabolite	M38	X54979	N-stearoyl-sphingosine (d18:1/18:0)*	no
Metabolite	M38	X57365	myristoyl dihydrosphingomyelin (d18:0/14:0)*	no
Metabolite	M38	X57372	N-behenoyl-sphingadienine (d18:2/22:0)*	no
Metabolite	M38	X57416	N-palmitoyl-sphingadienine (d18:2/16:0)*	no
Metabolite	M38	X57432	ceramide (d18:1/14:0, d16:1/16:0)*	no
Metabolite	M38	X57440	ceramide (d18:1/20:0, d16:1/22:0, d20:1/18:0)*	no
Metabolite	M38	X57443	ceramide (d18:2/24:1, d18:1/24:2)*	no
Metabolite	M38	X57474	sphingomyelin (d18:2/18:1)*	no
Metabolite	M38	X57475	sphingomyelin (d18:1/19:0, d19:1/18:0)*	no
Metabolite	M38	X57477	sphingomyelin (d18:1/22:2, d18:2/22:1, d16:1/24:2)*	no
Metabolite	M38	X57478	sphingomyelin (d18:1/25:0, d19:0/24:1, d20:1/23:0, d19:1/24:0)*	no
Metabolite	M38	X57479	sphingomyelin (d18:2/24:2)*	no
Metabolite	M38	X57480	sphingomyelin (d18:2/21:0, d16:2/23:0)*	no
Metabolite	M38	X57481	sphingomyelin (d18:1/20:2, d18:2/20:1, d16:1/22:2)*	no
Metabolite	M38	X57482	sphingomyelin (d18:2/23:1)*	no
Metabolite	M38	X57483	sphingomyelin (d17:2/16:0, d18:2/15:0)*	no
Metabolite	M38	X62152	sphingomyelin (d17:1/14:0, d16:1/15:0)*	no
Metabolite	M38	X62851	hydroxypalmitoyl sphingomyelin (d18:1/16:0(OH))**	no
Metabolite	M38	X62984	palmitoyl-sphingosine-phosphoethanolamine (d18:1/16:0)	no
Metabolite	M39	X1561	alpha-tocopherol	no
Metabolite	M39	X19130	1,2-dipalmitoyl-GPC (16:0/16:0)	no
Metabolite	M39	X33418	delta-tocopherol	no
Metabolite	M39	X42446	1-palmitoyl-2-linoleoyl-GPC (16:0/18:2)	no
Metabolite	M39	X42450	1-stearoyl-2-arachidonoyl-GPC (18:0/20:4)	no
Metabolite	M39	X52434	palmitoyl dihydrosphingomyelin (d18:0/16:0)*	no
Metabolite	M39	X52438	1-stearoyl-2-oleoyl-GPC (18:0/18:1)	no
Metabolite	M39	X52449	1-stearoyl-2-arachidonoyl-GPI (18:0/20:4)	no
Metabolite	M39	X52450	1-palmitoyl-2-linoleoyl-GPI (16:0/18:2)	no
Metabolite	M39	X52452	1-stearoyl-2-linoleoyl-GPC (18:0/18:2)*	no
Metabolite	M39	X52453	1-oleoyl-2-linoleoyl-GPC (18:1/18:2)*	no
Metabolite	M39	X52454	1-palmitoyl-2-dihomo-linolenoyl-GPC (16:0/20:3n3 or 6)*	no
Metabolite	M39	X52462	1-palmitoyl-2-arachidonoyl-GPC (16:0/20:4n6)	no
Metabolite	M39	X52467	1-palmitoyl-2-arachidonoyl-GPI (16:0/20:4)*	no
Metabolite	M39	X52468	1-stearoyl-2-linoleoyl-GPI (18:0/18:2)	no
Metabolite	M39	X52473	gamma-tocopherol/beta-tocopherol	no
Metabolite	M39	X52603	1,2-dilinoleoyl-GPC (18:2/18:2)	no
Metabolite	M39	X52616	1-palmitoyl-2-stearoyl-GPC (16:0/18:0)	yes
Metabolite	M39	X52710	1-linoleoyl-2-arachidonoyl-GPC (18:2/20:4n6)*	no
Metabolite	M39	X53176	1-linoleoyl-2-linolenoyl-GPC (18:2/18:3)*	no
Metabolite	M39	X57330	lignoceroyl sphingomyelin (d18:1/24:0)	no
Metabolite	M39	X57331	behenoyl dihydrosphingomyelin (d18:0/22:0)*	no
Metabolite	M39	X57473	sphingomyelin (d18:0/18:0, d19:0/17:0)*	no
Metabolite	M39	X57476	sphingomyelin (d18:0/20:0, d16:0/22:0)*	no
Metabolite	M39	X57591	beta-cryptoxanthin	no
Metabolite	M39	X57635	carotene diol (1)	no
Metabolite	M39	X57636	carotene diol (2)	no
Metabolite	M39	X57637	carotene diol (3)	no
Metabolite	M39	X63	cholesterol	yes
Metabolite	M4	X1101	homovanillate (HVA)	no
Metabolite	M4	X1107	allantoin	no
Metabolite	M4	X1123	inosine	no
Metabolite	M4	X1124	myo-inositol	no
Metabolite	M4	X12110	isocitrate	no
Metabolite	M4	X1414	3-phosphoglycerate	no
Metabolite	M4	X1417	kynurenate	no
Metabolite	M4	X1418	5,6-dihydrothymine	no
Metabolite	M4	X1432	2-hydroxyphenylacetate	no
Metabolite	M4	X1512	picolinate	no
Metabolite	M4	X15136	xanthosine	no
Metabolite	M4	X15140	kynurenine	no
Metabolite	M4	X15500	carnitine	no
Metabolite	M4	X15506	choline	no
Metabolite	M4	X1558	4-acetamidobutanoate	no
Metabolite	M4	X1559	5,6-dihydrouracil	no
Metabolite	M4	X15650	N1-methyladenosine	no
Metabolite	M4	X1566	3-aminoisobutyrate	no
Metabolite	M4	X1567	vanillylmandelate (VMA)	no
Metabolite	M4	X15679	xanthurenate	no
Metabolite	M4	X15716	imidazole lactate	no
Metabolite	M4	X15765	ethylmalonate	no
Metabolite	M4	X1604	urate	no
Metabolite	M4	X1806	retinol (Vitamin A)	no
Metabolite	M4	X18368	cys-gly, oxidized	no
Metabolite	M4	X1868	cysteine	no
Metabolite	M4	X1899	quinolinate	no
Metabolite	M4	X2134	flavin adenine dinucleotide (FAD)	no
Metabolite	M4	X27672	3-indoxyl sulfate	no
Metabolite	M4	X27718	creatine	no
Metabolite	M4	X27731	ribonate	no
Metabolite	M4	X30460	1-methylhistidine	no
Metabolite	M4	X3127	hypoxanthine	no
Metabolite	M4	X3147	xanthine	no
Metabolite	M4	X31548	Fibrinopeptide A, des-ala(1)*	no
Metabolite	M4	X31932	propionylglycine	no
Metabolite	M4	X32306	trans-4-hydroxyproline	no
Metabolite	M4	X32342	adenosine 5'-monophosphate (AMP)	no
Metabolite	M4	X32349	4-imidazoleacetate	no
Metabolite	M4	X32350	1-methyl-4-imidazoleacetate	no
Metabolite	M4	X32377	N-acetylneuraminate	no
Metabolite	M4	X32412	butyrylcarnitine (C4)	no
Metabolite	M4	X32452	propionylcarnitine (C3)	no
Metabolite	M4	X33132	X - 11787	no
Metabolite	M4	X33441	isobutyrylcarnitine (C4)	no
Metabolite	M4	X33442	pseudouridine	no
Metabolite	M4	X33935	piperine	no
Metabolite	M4	X34407	isovalerylcarnitine (C5)	no
Metabolite	M4	X35107	isovalerylglycine	no
Metabolite	M4	X35114	7-methylguanine	no
Metabolite	M4	X35126	phenylacetylglutamine	yes
Metabolite	M4	X35130	N4-acetylcytidine	no
Metabolite	M4	X35132	3-methylcytidine	no
Metabolite	M4	X35137	N2,N2-dimethylguanosine	yes
Metabolite	M4	X35157	N6-carbamoylthreonyladenosine	no
Metabolite	M4	X35159	cysteine-glutathione disulfide	no
Metabolite	M4	X35172	orotidine	no
Metabolite	M4	X35437	isobutyrylglycine	no
Metabolite	M4	X35482	2-methylmalonylcarnitine (C4-DC)	no
Metabolite	M4	X35637	cysteinylglycine	no
Metabolite	M4	X35665	N-acetyl-aspartyl-glutamate (NAAG)	no
Metabolite	M4	X36103	p-cresol sulfate	no
Metabolite	M4	X36738	gamma-glutamylglutamate	no
Metabolite	M4	X36808	dimethylarginine (SDMA + ADMA)	no
Metabolite	M4	X37058	succinylcarnitine (C4-DC)	no
Metabolite	M4	X37059	malonylcarnitine	no
Metabolite	M4	X37196	5alpha-pregnan-3beta,20beta-diol monosulfate (1)	no
Metabolite	M4	X37198	5alpha-pregnan-3beta,20alpha-diol disulfate	no
Metabolite	M4	X37200	5alpha-pregnan-3beta,20alpha-diol monosulfate (2)	no
Metabolite	M4	X37459	ergothioneine	no
Metabolite	M4	X37480	5alpha-pregnan-3beta-ol,20-one sulfate	no
Metabolite	M4	X37496	N-acetylputrescine	no
Metabolite	M4	X38116	indole-3-carboxylate	no
Metabolite	M4	X38754	gamma-carboxyglutamate	no
Metabolite	M4	X40173	L-urobilin	no
Metabolite	M4	X40499	4-hydroxyglutamate	no
Metabolite	M4	X40708	pregnanediol-3-glucuronide	no
Metabolite	M4	X41754	heme	no
Metabolite	M4	X42382	S-adenosylhomocysteine (SAH)	yes
Metabolite	M4	X42420	erythronate*	no
Metabolite	M4	X43258	acisoga	no
Metabolite	M4	X43374	indolin-2-one	no
Metabolite	M4	X43488	N-acetylcarnosine	no
Metabolite	M4	X43582	5-(galactosylhydroxy)-L-lysine	no
Metabolite	M4	X443	aspartate	no
Metabolite	M4	X44656	isovalerate (i5:0)	no
Metabolite	M4	X45095	2-methylbutyrylcarnitine (C5)	no
Metabolite	M4	X45413	O-sulfo-L-tyrosine	no
Metabolite	M4	X46142	mannitol/sorbitol	no
Metabolite	M4	X46172	5alpha-pregnan-diol disulfate	no
Metabolite	M4	X46225	pyroglutamine*	no
Metabolite	M4	X46283	X - 15461	no
Metabolite	M4	X46295	X - 21286	no
Metabolite	M4	X46347	X - 11381	no
Metabolite	M4	X46354	X - 21310	no
Metabolite	M4	X46387	X - 21342	no
Metabolite	M4	X46428	X - 21383	no
Metabolite	M4	X46461	X - 16124	no
Metabolite	M4	X46466	X - 11843	no
Metabolite	M4	X46507	X - 11850	no
Metabolite	M4	X46510	X - 12544	no
Metabolite	M4	X46539	N-acetylglucosamine/N-acetylgalactosamine	no
Metabolite	M4	X46548	3-methylglutarylcarnitine (2)	no
Metabolite	M4	X46611	X - 12013	no
Metabolite	M4	X46613	X - 12216	no
Metabolite	M4	X46620	X - 12462	no
Metabolite	M4	X46623	X - 12729	no
Metabolite	M4	X46624	X - 12798	no
Metabolite	M4	X46636	X - 12849	no
Metabolite	M4	X46902	X - 21733	no
Metabolite	M4	X46961	X - 21785 - retired for 2-O-methylascorbic acid	no
Metabolite	M4	X46970	X - 17676	no
Metabolite	M4	X46972	X - 21796	no
Metabolite	M4	X46973	X - 12718	no
Metabolite	M4	X46977	X - 15503	yes
Metabolite	M4	X47101	N-methylpipecolate	no
Metabolite	M4	X47478	X - 10458	no
Metabolite	M4	X47493	X - 11632	no
Metabolite	M4	X47662	X - 12830	no
Metabolite	M4	X47673	X - 19299	no
Metabolite	M4	X47687	X - 12100	no
Metabolite	M4	X47690	X - 12112	no
Metabolite	M4	X47695	X - 12117	no
Metabolite	M4	X47905	X - 12026	no
Metabolite	M4	X47971	X - 13729	no
Metabolite	M4	X48046	X - 18838	no
Metabolite	M4	X48130	N6-succinyladenosine	no
Metabolite	M4	X48141	2-keto-3-deoxy-gluconate	no
Metabolite	M4	X48149	N-acetylglucosaminylasparagine	no
Metabolite	M4	X48152	glucose	no
Metabolite	M4	X48153	mannose	no
Metabolite	M4	X48351	N1-methylinosine	no
Metabolite	M4	X48425	phenylacetylcarnitine	no
Metabolite	M4	X485	spermidine	no
Metabolite	M4	X48698	6-hydroxyindole sulfate	no
Metabolite	M4	X48782	C-glycosyltryptophan	yes
Metabolite	M4	X48841	p-cresol glucuronide*	no
Metabolite	M4	X49517	X - 23641	no
Metabolite	M4	X49536	X - 23659	no
Metabolite	M4	X49539	X - 23662	no
Metabolite	M4	X513	creatinine	no
Metabolite	M4	X52025	X - 23997	no
Metabolite	M4	X52280	X - 24241	no
Metabolite	M4	X52294	2-hydroxyglutarate	no
Metabolite	M4	X52533	X - 24337	no
Metabolite	M4	X52597	X - 12104	no
Metabolite	M4	X52839	X - 24518	no
Metabolite	M4	X52852	X - 24531	no
Metabolite	M4	X52914	5-hydroxyindole sulfate	no
Metabolite	M4	X52925	phenylacetylglutamate	no
Metabolite	M4	X52987	N1,N12-diacetylspermine	no
Metabolite	M4	X52988	adipoylcarnitine (C6-DC)	no
Metabolite	M4	X52990	suberoylcarnitine (C8-DC)	no
Metabolite	M4	X53031	methylsuccinoylcarnitine	no
Metabolite	M4	X53114	X - 24686	no
Metabolite	M4	X53127	X - 24699	no
Metabolite	M4	X53157	X - 24728	no
Metabolite	M4	X54841	X - 24813	no
Metabolite	M4	X54923	beta-citrylglutamate	no
Metabolite	M4	X555	adenosine	no
Metabolite	M4	X56	cystine	no
Metabolite	M4	X57	glutamate	no
Metabolite	M4	X57554	2'-O-methylcytidine	no
Metabolite	M4	X57655	2'-O-methyluridine	no
Metabolite	M4	X57687	N,N,N-trimethyl-5-aminovalerate	no
Metabolite	M4	X57709	Fibrinopeptide A*	no
Metabolite	M4	X57745	phenylacetate	no
Metabolite	M4	X57783	1H-indole-7-acetic acid	no
Metabolite	M4	X57814	(N(1) + N(8))-acetylspermidine	no
Metabolite	M4	X587	gluconate	no
Metabolite	M4	X601	dihydroorotate	no
Metabolite	M4	X61833	5,6-dihydrouridine	no
Metabolite	M4	X61858	ribulonate/xylulonate/lyxonate*	no
Metabolite	M4	X61868	1-ribosyl-imidazoleacetate*	no
Metabolite	M4	X62060	hydroxyasparagine**	yes
Metabolite	M4	X62100	5-methylthioribose**	no
Metabolite	M4	X62101	alpha-ketoglutaramate*	no
Metabolite	M4	X62103	cysteinylglycine disulfide*	no
Metabolite	M4	X62278	histidine betaine (hercynine)*	no
Metabolite	M4	X62290	glucuronide of piperine metabolite C17H21NO3 (3)*	no
Metabolite	M4	X62291	glucuronide of piperine metabolite C17H21NO3 (4)*	no
Metabolite	M4	X62292	glucuronide of piperine metabolite C17H21NO3 (5)*	no
Metabolite	M4	X62295	sulfate of piperine metabolite C16H19NO3 (2)*	no
Metabolite	M4	X62296	sulfate of piperine metabolite C16H19NO3 (3)*	no
Metabolite	M4	X62297	sulfate of piperine metabolite C18H21NO3 (1)*	no
Metabolite	M4	X62299	sulfate of piperine metabolite C18H21NO3 (3)*	no
Metabolite	M4	X62309	N-acetyl-isoputreanine	no
Metabolite	M4	X62494	X - 25265	no
Metabolite	M4	X62521	X - 25279	no
Metabolite	M4	X62664	X - 25371	no
Metabolite	M4	X62783	dimethylguanidino valeric acid (DMGV)*	no
Metabolite	M4	X62805	2,3-dihydroxy-5-methylthio-4-pentenoate (DMTPA)*	yes
Metabolite	M4	X62853	3-amino-2-piperidone	no
Metabolite	M4	X62860	N6-methyllysine	no
Metabolite	M4	X62862	N6,N6-dimethyllysine	no
Metabolite	M4	X62864	mannonate*	no
Metabolite	M4	X62924	3-(3-amino-3-carboxypropyl)uridine*	no
Metabolite	M4	X62947	N,N,N-trimethyl-alanylproline betaine (TMAP)	no
Metabolite	M4	X62954	N2-acetyl,N6-methyllysine	no
Metabolite	M4	X62955	8-methoxykynurenate	no
Metabolite	M4	X63057	picolinoylglycine	no
Metabolite	M4	X63151	N,N-dimethylalanine	no
Metabolite	M4	X63153	metabolonic lactone sulfate	no
Metabolite	M4	X63254	N2-acetyl,N6,N6-dimethyllysine	no
Metabolite	M4	X63560	X - 25790	no
Metabolite	M4	X63634	X - 25828	no
Metabolite	M4	X63739	2-hydroxy-4-(methylthio)butanoic acid	no
Metabolite	M43	X1303	malate	no
Metabolite	M43	X1549	3-hydroxyisobutyrate	no
Metabolite	M43	X1564	citrate	no
Metabolite	M43	X15681	4-guanidinobutanoate	no
Metabolite	M43	X15749	3-phenylpropionate (hydrocinnamate)	no
Metabolite	M43	X15772	ribitol	no
Metabolite	M43	X1585	N-acetylalanine	no
Metabolite	M43	X1587	N-acetylleucine	no
Metabolite	M43	X1589	N-acetylmethionine	no
Metabolite	M43	X1591	N-acetylvaline	no
Metabolite	M43	X1643	fumarate	no
Metabolite	M43	X22138	homocitrulline	no
Metabolite	M43	X2829	N-formylmethionine	no
Metabolite	M43	X3155	3-ureidopropionate	no
Metabolite	M43	X31591	androsterone sulfate	no
Metabolite	M43	X31675	2-pyrrolidinone	no
Metabolite	M43	X32397	3-hydroxy-2-ethylpropionate	no
Metabolite	M43	X33013	nicotinamide riboside	no
Metabolite	M43	X33939	N-acetylthreonine	no
Metabolite	M43	X33942	N-acetylasparagine	no
Metabolite	M43	X33943	N-acetylglutamine	no
Metabolite	M43	X33950	N-acetylphenylalanine	no
Metabolite	M43	X33967	N-acetylisoleucine	no
Metabolite	M43	X33973	epiandrosterone sulfate	no
Metabolite	M43	X36746	2-hydroxy-3-methylvalerate	no
Metabolite	M43	X37076	N-acetylserine	no
Metabolite	M43	X37183	5alpha-androstan-3alpha,17alpha-diol monosulfate	no
Metabolite	M43	X37186	5alpha-androstan-3alpha,17beta-diol monosulfate (1)	no
Metabolite	M43	X37187	5alpha-androstan-3beta,17alpha-diol disulfate	no
Metabolite	M43	X37190	5alpha-androstan-3beta,17beta-diol disulfate	no
Metabolite	M43	X37192	5alpha-androstan-3beta,17beta-diol monosulfate (2)	no
Metabolite	M43	X37202	androstenediol (3beta,17beta) disulfate (1)	no
Metabolite	M43	X37210	androstenediol (3beta,17beta) monosulfate (2)	no
Metabolite	M43	X37211	androstenediol (3beta,17beta) monosulfate (1)	no
Metabolite	M43	X38276	2,3-dihydroxyisovalerate	no
Metabolite	M43	X38637	cinnamoylglycine	no
Metabolite	M43	X39603	ethyl glucuronide	no
Metabolite	M43	X43266	2-aminophenol sulfate	no
Metabolite	M43	X43591	N2,N5-diacetylornithine	yes
Metabolite	M43	X46144	methyl glucopyranoside (alpha + beta)	no
Metabolite	M43	X46173	aconitate [cis or trans]	no
Metabolite	M43	X46316	X - 21295	no
Metabolite	M43	X46537	alpha-hydroxyisovalerate	no
Metabolite	M43	X46592	X - 11299	no
Metabolite	M43	X47650	X - 11483	no
Metabolite	M43	X47790	X - 13684	no
Metabolite	M43	X48187	N-acetyltaurine	no
Metabolite	M43	X48255	arabonate/xylonate	no
Metabolite	M43	X48408	tyramine O-sulfate	no
Metabolite	M43	X48885	arabitol/xylitol	no
Metabolite	M43	X49469	X - 23593	no
Metabolite	M43	X49704	X - 23314	no
Metabolite	M43	X52281	2-hydroxybutyrate/2-hydroxyisobutyrate	no
Metabolite	M43	X57714	X - 24947	no
Metabolite	M43	X62964	X - 25520	no
Metabolite	M43	X63042	2,6-dihydroxybenzoic acid	no
Metabolite	M43	X63152	ethyl alpha-glucopyranoside	no
Metabolite	M43	X63264	pentose acid*	no
Metabolite	M45	X19258	1-myristoyl-2-palmitoyl-GPC (14:0/16:0)	no
Metabolite	M45	X33140	X - 11795	no
Metabolite	M45	X33230	1-palmitoleoyl-GPC (16:1)*	no
Metabolite	M45	X33955	1-palmitoyl-GPC (16:0)	no
Metabolite	M45	X33961	1-stearoyl-GPC (18:0)	no
Metabolite	M45	X34419	1-linoleoyl-GPC (18:2)	no
Metabolite	M45	X35186	1-arachidonoyl-GPE (20:4n6)*	no
Metabolite	M45	X35253	2-palmitoyl-GPC (16:0)*	no
Metabolite	M45	X35628	1-oleoyl-GPE (18:1)	no
Metabolite	M45	X35631	1-palmitoyl-GPE (16:0)	no
Metabolite	M45	X36600	1-linoleoyl-GPE (18:2)*	no
Metabolite	M45	X41220	2-stearoyl-GPE (18:0)*	no
Metabolite	M45	X42398	1-stearoyl-GPE (18:0)	no
Metabolite	M45	X45951	1-linolenoyl-GPC (18:3)*	no
Metabolite	M45	X46621	X - 12524	no
Metabolite	M45	X47118	2-palmitoleoyl-GPC (16:1)*	no
Metabolite	M45	X48258	1-oleoyl-GPC (18:1)	no
Metabolite	M45	X52461	1-palmitoyl-2-oleoyl-GPC (16:0/18:1)	no
Metabolite	M45	X52470	1-palmitoyl-2-palmitoleoyl-GPC (16:0/16:1)*	yes
Metabolite	M45	X52504	X - 24309	no
Metabolite	M45	X52669	1-palmitoyl-2-oleoyl-GPI (16:0/18:1)*	no
Metabolite	M45	X52683	1-palmitoleoyl-2-linoleoyl-GPC (16:1/18:2)*	no
Metabolite	M45	X52684	1-palmitoyl-2-alpha-linolenoyl-GPC (16:0/18:3n3)*	no
Metabolite	M45	X52932	4-hydroxyphenylacetatoylcarnitine	no
Metabolite	M45	X53180	1-palmitoleoyl-2-linolenoyl-GPC (16:1/18:3)*	no
Metabolite	M45	X53195	1-myristoyl-2-arachidonoyl-GPC (14:0/20:4)*	no
Metabolite	M45	X541	4-hydroxyphenylacetate	no
Metabolite	M45	X55017	4-hydroxyphenylacetylglutamine	no
Metabolite	M45	X57810	nisinate (24:6n3)	no
